id,userId,productId,variantId,productName,sku,unitPrice,quantity,totalPrice,inStock
4d51e51f-8a53-4d93-a8f6-5bf59c8fd897,b1270b50-ad7b-4ed6-9a75-e5d6e255f36f,90a9e14a-1f65-4aff-a859-76baa86ea5b3,,Health Monitor Plus,WEA-8203,113.29,2,226.58,False
823a1bf9-2d43-4d40-85de-d332e46a8463,8d3b45e6-43eb-419a-a481-4dea6d58504e,485a1789-7c4e-41f4-a388-812dc74f6905,,Summer Dress Elite,WOM-2457,85.91,2,171.82,True
27836827-f871-417d-afbb-9d7dc103a5aa,8d3b45e6-43eb-419a-a481-4dea6d58504e,2aacf32c-bc30-49a5-88b0-6d2b3fce89b8,,Mirrorless Camera Premium,CAM-7056,109.74,3,329.21999999999997,True
a2c2f7c9-83e4-47d9-978f-f0d289bdb37e,8d3b45e6-43eb-419a-a481-4dea6d58504e,29ce6472-c149-4bdd-a4cd-bec877991284,,OnePlus Nord Elite,SMA-4164,847.27,1,847.27,True
df364019-09a7-4249-8d63-095612e4b55a,8d3b45e6-43eb-419a-a481-4dea6d58504e,5d21817d-bd8d-4c3a-8e30-a6951fa70803,,Steam Deck Standard,GAM-4715,2435.58,3,7306.74,True
dfa2a865-7864-46b0-b033-0e58021fa2ee,8d3b45e6-43eb-419a-a481-4dea6d58504e,11fa87c3-e1aa-42f6-84a8-5b7d176337cd,,ASUS ZenBook Elite,LAP-4804,1090.36,2,2180.72,True
38fb7ba3-8f12-4a07-9346-f6b5f1b08f9f,8d3b45e6-43eb-419a-a481-4dea6d58504e,a25c8cef-ee0a-42c8-b6b9-6e1554b061e3,,Pixel Pro Basic,SMA-3832,2102.92,2,4205.84,False
1466cca0-0435-442c-9c7b-edcb355956b0,e691d4fc-a5e4-4f62-98f1-fbcc639e0a14,a0a2fc63-d9bb-479e-a1f1-9c5ffc4cd4f8,,ThinkPad X1 Premium,LAP-5970,2353.14,1,2353.14,True
d28883b9-9851-4122-affd-5144196f956e,e691d4fc-a5e4-4f62-98f1-fbcc639e0a14,a5cb0b65-9e26-4e48-b882-9f9c791c1e51,,Echo Dot Premium,SMA-5365,823.68,3,2471.04,True
892092ed-cb71-43d7-845a-1d203dff95ce,e691d4fc-a5e4-4f62-98f1-fbcc639e0a14,973bb928-ed46-48f0-b093-d42379fada1d,,Surface Laptop Deluxe,LAP-8496,1190.7,1,1190.7,True
a76d5441-cc43-41f9-a084-7fd86d60c566,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,5438c9ba-57b3-4eec-8602-d1b7bf9fedd4,,ThinkPad X1 Basic,LAP-9904,1637.55,2,3275.1,True
9f49fc2b-e3f0-44b6-b9b0-a35d091e8374,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,80f8bfb2-e668-4b98-846a-7f0589f3bd91,,Apple Watch Plus,WEA-1284,159.04,2,318.08,True
ef6c9080-f852-4e5c-9087-2631f81cb769,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,,Handbag Elite,BAG-8773,180.22,3,540.66,True
be60a389-99f7-49ad-a0c8-89199dafb5fe,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,7850c2ac-abe3-4747-a59a-3f6721792939,,Sweater,WOM-1087,189.69,2,379.38,True
55b421a5-95ba-4667-8cd7-a56c905fbdd4,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,bedc29a4-2e11-440f-b154-2b671b079820,,Romper,KID-2043,43.04,1,43.04,False
ec7477a1-7f3b-4603-ae2f-e7ffc17e11e1,aa273fa4-dc2f-43ce-8791-3d65e697b4b6,6c570d91-abec-421e-8efa-517e096eaade,,Huawei P Series Premium,SMA-7046,2112.0,2,4224.0,True
6c2095a6-8d3d-44af-8752-7ea27e1160b7,b6e5ca90-a6c8-4ba2-9142-70bcaffdf891,563b480a-d429-4b59-b453-656b2cacb7ff,,Echo Dot Elite,SMA-2995,169.1,2,338.2,False
0e54890c-4a32-44d0-ad21-24f567d3b39f,29b62cd7-ee85-4dff-aff5-de18589aa7ff,6dc11c93-110b-468d-b4ca-b46fbc7d5bac,,Blouse Plus,WOM-1587,57.42,2,114.84,True
d78dd0c0-3491-4b66-948f-8482edcdb530,29b62cd7-ee85-4dff-aff5-de18589aa7ff,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,,Smart Thermostat Basic,SMA-2240,838.15,1,838.15,True
08b07152-7ad5-4ff7-b71e-e307235b1056,29b62cd7-ee85-4dff-aff5-de18589aa7ff,e8de662e-ea59-4ad2-b2f2-81952686ecea,b7714bd0-2db8-44ce-9b6e-1c94f67e477d,Scarf Basic,ACC-9119-WS,163.47,2,326.94,True
585869d6-1f90-4bce-8412-92eeb9ebd172,29b62cd7-ee85-4dff-aff5-de18589aa7ff,aae62747-546e-47c9-98db-156f24400203,,Xiaomi Redmi Elite,SMA-4339,1950.77,2,3901.54,False
4729451e-8b50-4cd8-9e75-72596ee14702,99ad04d3-63a2-4c4f-a8f6-3fcf610bb70d,93cd6aef-ebe1-4daf-9e22-3ee12618adc3,,Security Camera Standard,SMA-4327,131.45,2,262.9,True
1d3109ea-7ae5-4ee2-bc71-8f94f665ca80,99ad04d3-63a2-4c4f-a8f6-3fcf610bb70d,918c12b6-140a-4835-a379-127b24785f82,,Dell XPS Plus,LAP-4166,1198.89,1,1198.89,True
e49fdfba-a107-49fe-80ce-e65ee013774c,99ad04d3-63a2-4c4f-a8f6-3fcf610bb70d,21c470a2-6193-4233-b865-8a1c38cee4ef,,Fire HD,TAB-2070,381.14,2,762.28,True
ae0c792b-9f71-4efe-a27f-c0d66fde1b0b,99ad04d3-63a2-4c4f-a8f6-3fcf610bb70d,06b549eb-40af-4891-b48d-1096e2719b39,5512e4da-f983-40fc-a119-378b09017c36,Belt Premium,ACC-8887-RXL,96.42,1,96.42,False
116cc66f-4a44-4e3d-a4fc-58f70b863f59,99ad04d3-63a2-4c4f-a8f6-3fcf610bb70d,90a91fdc-1e8a-4319-b28c-e96136230fd1,,Kids T-Shirt Pro,KID-9366,37.39,2,74.78,True
b0d68dca-42c4-4e9a-ab7a-749cc8efe221,65a0d5f5-9f9f-4625-b714-4ae628450da3,3c974f79-455d-47cd-9d0a-e61f8a6e2b5a,,HD 650 Plus,AUD-8317,141.43,1,141.43,True
d41225bb-1219-4946-899d-dd89e3642b78,65a0d5f5-9f9f-4625-b714-4ae628450da3,918c12b6-140a-4835-a379-127b24785f82,,Dell XPS Plus,LAP-4166,1198.89,1,1198.89,False
b7b50a60-ae8d-44d6-8537-59f5aba3d9d4,65a0d5f5-9f9f-4625-b714-4ae628450da3,ce0950ac-cd47-46fa-b392-d2d4b8169c2b,,Romper Elite,KID-3260,129.88,3,389.64,True
4bd1f413-be39-42b6-9f6a-2ba2a251a807,65a0d5f5-9f9f-4625-b714-4ae628450da3,a1ad591c-e6ed-4c9c-9454-432914a14597,,Handbag Standard,BAG-8474,244.74,2,489.48,False
88f9bfa2-5a4e-4ec2-9d3f-cb25326a24cb,acc01fec-8063-46d7-bba1-f3bda58d8375,a5cb0b65-9e26-4e48-b882-9f9c791c1e51,,Echo Dot Premium,SMA-5365,823.68,2,1647.36,True
ff3fa7c0-b1ad-4ea0-af7d-6889bdc557c5,f9679338-b091-4d52-9777-ead685f6ff97,06b549eb-40af-4891-b48d-1096e2719b39,,Belt Premium,ACC-8887,100.02,3,300.06,True
6ef06f90-1326-44f4-832a-b1f35ea13fe1,f9679338-b091-4d52-9777-ead685f6ff97,8382c2df-10df-4f94-9c49-cc15004b8f1b,,Button-up Deluxe,MEN-5478,242.33,2,484.66,True
18298e6f-8d01-4430-ada1-8b219227394f,f9679338-b091-4d52-9777-ead685f6ff97,9a190be6-d118-4bb7-9667-f52bba6bcda2,,Skinny Jeans Plus,WOM-2468,135.54,3,406.62,True
5779a634-0499-41b0-a7f3-c4f73cd840c5,f9679338-b091-4d52-9777-ead685f6ff97,2b6f5046-9b25-4174-a68e-718a005364e3,,Security Camera Deluxe,SMA-1984,242.33,2,484.66,True
7421a0e0-3811-4a40-9568-0b17080a063f,f9679338-b091-4d52-9777-ead685f6ff97,719a940d-b31a-465d-a33b-66407cc085a7,,Polo Shirt Premium,MEN-7394,38.33,1,38.33,True
664140ba-da66-449c-a55c-a4c633da9319,0017ffbe-97c4-4b23-99fe-e540bb9898fd,8e93c4c9-3182-4c61-96da-36cd10ed3f77,,Smart Ring Basic,WEA-9147,379.83,1,379.83,True
f66c791a-5758-4267-bf08-c5fa807b8306,0017ffbe-97c4-4b23-99fe-e540bb9898fd,dd1b50cf-8263-4865-9eef-7e3b3510c29d,,Google Nest Standard,SMA-9570,291.39,2,582.78,True
dfad4f05-25ee-4862-b313-89194298c3f9,0017ffbe-97c4-4b23-99fe-e540bb9898fd,485a1789-7c4e-41f4-a388-812dc74f6905,f2d4d2b1-3eff-4a47-abd2-9130f0d14bb4,Summer Dress Elite,WOM-2457-YXL,88.09,1,88.09,False
2433f6f7-c50e-4aa9-a1f1-d39e88776435,0017ffbe-97c4-4b23-99fe-e540bb9898fd,168e8a7d-7631-4215-af23-817e78b4cc64,,Ring Doorbell Premium,SMA-3584,164.57,1,164.57,False
e501e218-7aac-4bea-b2e4-de6a3ea2cd12,0017ffbe-97c4-4b23-99fe-e540bb9898fd,a9fbfa3e-2c9d-447c-8c32-69ae329cff8e,,Sweater Standard,WOM-9470,268.86,1,268.86,True
860e8f46-a185-464c-a58f-b4b6c6bb26bd,0017ffbe-97c4-4b23-99fe-e540bb9898fd,8f34d4de-798d-4fcf-a844-5238cea9f2ea,,iPad Air Basic,TAB-3886,155.68,2,311.36,True
8a7be2ba-b54c-43d0-858e-614475a43e30,d7d4c686-de3b-4cc4-b14c-289ab60ff517,77d0b75b-8c87-48c5-abcd-935d624050e8,,Heart Rate Monitor Pro,WEA-4643,290.81,1,290.81,True
32d0ae7e-fa51-4e42-a53f-a45407f82cfa,d7d4c686-de3b-4cc4-b14c-289ab60ff517,a5cb0b65-9e26-4e48-b882-9f9c791c1e51,,Echo Dot Premium,SMA-5365,823.68,3,2471.04,False
29c89343-cc39-4180-90a8-0292b0bae9e0,d7d4c686-de3b-4cc4-b14c-289ab60ff517,1647f98e-22e1-44e3-86f6-ac850adecf88,,Beats Studio Pro,AUD-9834,159.36,3,478.08000000000004,True
33606214-b122-477b-b802-d65abbfbc1ba,d7d4c686-de3b-4cc4-b14c-289ab60ff517,8ec7959f-beb5-4e34-b7e8-90215c7ce3fb,,Marshall Monitor Standard,AUD-5738,293.26,2,586.52,True
25667a44-70f2-4a34-84e7-4cbf58da921f,4d94e458-574b-4e7d-a380-3ae23365cecb,8d266742-2601-4443-a749-72bb8ae21e46,,Gaming Chair Deluxe,GAM-1844,1104.29,1,1104.29,True
3dc1d47d-77da-4f03-bece-1f3b67ff2707,4d94e458-574b-4e7d-a380-3ae23365cecb,7c4ec45f-4cb9-4ddd-b238-167d58d0d224,,JBL Free Premium,AUD-4898,304.09,2,608.18,True
3e238ab8-5dec-4330-8538-382ae521733d,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,bff15058-aeaa-48d6-a52f-12d1f1af9b4c,,Romper Elite,KID-2410,52.96,1,52.96,False
7b28b043-4693-429c-8e0b-b18a118daaf3,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,847e598e-4dca-4062-bdb8-2261a7409cd8,,Watch Pro,ACC-6863,40.72,1,40.72,True
200b6aae-0298-45e6-8533-58c86e62c75b,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,aaec88da-bf5c-4215-957e-5cbb3af02199,,Health Monitor Elite,WEA-4277,60.23,2,120.46,True
f6609cf2-61bb-4db1-a2eb-29e936753216,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,a703f494-11dc-4d67-943c-bfa86b3c0b1d,,Beats Studio,AUD-5699,94.38,2,188.76,False
9109db71-5b51-4c86-9ddb-07a754fbc1bd,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,30769e80-510d-4682-98d4-9ae7ea6c5293,,Gaming Chair Deluxe,GAM-4769,1017.48,2,2034.96,False
f7cef708-833f-43f9-b36f-76f09efc5548,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,31d1fa3d-74db-44df-801a-c67298c5c5bb,,Romper Basic,KID-3148,288.33,3,864.99,False
0c69e219-344c-4d02-bfda-b94beabe76b6,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,7c4ec45f-4cb9-4ddd-b238-167d58d0d224,,JBL Free Premium,AUD-4898,304.09,3,912.27,True
105276a8-726e-4c68-a868-ac0440f7ae53,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,d33ed18c-d598-43bd-bb9d-a459fb866368,,Clutch Plus,BAG-6567,81.32,2,162.64,True
d2975ae8-3aa9-4275-bb00-336920020761,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,5365f210-13b2-4e0b-aed5-835d61e95028,c0f85c36-bdd2-40d3-b319-f555aa611c7a,Pajama Set Premium,KID-2478-PXXL,266.0,2,532.0,True
97e67dd1-090c-480b-aa3d-5761169a16f5,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,bfab9943-f6bf-41b6-abe3-cf355418410b,,iPad Mini Deluxe,TAB-1518,169.43,1,169.43,False
ac720928-9f9e-4f37-b62a-ede032452472,af9fa109-fd8f-4f07-b159-a2f7fe1fb3b7,6a21cb7c-f25e-404b-a05d-870382b4bba8,,Backpack Deluxe,BAG-1627,106.78,3,320.34000000000003,False
6ac597b5-1fa7-43cd-a645-aa6f1f1f78f2,87908184-ade3-4ab0-a106-4f07ecddcaa1,1647f98e-22e1-44e3-86f6-ac850adecf88,,Beats Studio Pro,AUD-9834,159.36,3,478.08000000000004,True
e1d83389-882c-48cc-bdc4-d6e2dc04f8fc,87908184-ade3-4ab0-a106-4f07ecddcaa1,9dd3fa57-6473-4ff6-9f9e-2c6824c8c260,,Jewelry,ACC-9125,134.97,1,134.97,True
6109c2cd-916f-49e0-9b08-0bd1523c9aaf,87908184-ade3-4ab0-a106-4f07ecddcaa1,08f4417c-d32e-432c-ad30-9f1b516520a3,,PlayStation Console Elite,GAM-4144,2448.93,1,2448.93,False
4f8f96c1-0f1a-48f1-a294-ace96170dc97,87908184-ade3-4ab0-a106-4f07ecddcaa1,90a9e14a-1f65-4aff-a859-76baa86ea5b3,,Health Monitor Plus,WEA-8203,113.29,3,339.87,True
8b45b856-18d1-4f11-99ee-12e3bc03f12c,87908184-ade3-4ab0-a106-4f07ecddcaa1,47774a60-e5bd-4e10-ad83-3e1e679c4e62,,Summer Dress Plus,WOM-7822,232.78,2,465.56,False
ee23dd09-0f37-408f-bde3-bcde55de7ec3,87908184-ade3-4ab0-a106-4f07ecddcaa1,7f0760fb-ebcc-49c7-8e15-872799480248,,MacBook Pro Premium,LAP-2063,595.99,2,1191.98,False
559a2476-ae23-4fdb-a9f2-532268745024,87908184-ade3-4ab0-a106-4f07ecddcaa1,066f483c-b0a2-4833-bce8-577cfb6ab029,,ASUS ZenBook Standard,LAP-4401,626.15,1,626.15,False
ecf1d75a-bf12-451f-9649-6ea7bea99fed,86496b71-949f-44f5-a434-e36ea06ad667,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,,Handbag Elite,BAG-8773,180.22,1,180.22,False
fd2a0a37-28ba-4697-9bf3-84b486b1c5df,86496b71-949f-44f5-a434-e36ea06ad667,8ec7959f-beb5-4e34-b7e8-90215c7ce3fb,,Marshall Monitor Standard,AUD-5738,293.26,3,879.78,True
001b21cc-3177-4285-ba62-f8002a09ccf9,86496b71-949f-44f5-a434-e36ea06ad667,6dc11c93-110b-468d-b4ca-b46fbc7d5bac,,Blouse Plus,WOM-1587,57.42,3,172.26,False
92f94723-ae6c-4c32-9d66-0db1fb2c5f49,86496b71-949f-44f5-a434-e36ea06ad667,cdeacc4a-ab67-466c-a5fd-f2e08cdf7e69,,Sandals Plus,SHO-8942,43.28,3,129.84,True
f3fe2548-8e79-4e74-8045-5ed4fff98418,86496b71-949f-44f5-a434-e36ea06ad667,a703f494-11dc-4d67-943c-bfa86b3c0b1d,,Beats Studio,AUD-5699,94.38,2,188.76,True
f73e9591-cb5e-41a2-9935-0ea758a5d35e,86496b71-949f-44f5-a434-e36ea06ad667,9bf693cc-b1ac-4daa-8ad2-e6f5031137f9,,Marshall Monitor Basic,AUD-7258,386.61,1,386.61,True
6d7af9b4-b4aa-49db-9bb5-8b10317c36dd,86496b71-949f-44f5-a434-e36ea06ad667,31d1fa3d-74db-44df-801a-c67298c5c5bb,,Romper Basic,KID-3148,288.33,2,576.66,True
23a3b570-421f-4653-bc9f-0bd0cbf1afac,fe599565-02a9-4df1-8816-4fab14fe64c5,44e5d4f7-d268-42c1-8285-67c74a8ee114,,Dell XPS Plus,LAP-1840,980.93,2,1961.86,False
a06a9a97-fea4-49bb-b03f-128b724d9d36,fe599565-02a9-4df1-8816-4fab14fe64c5,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,,School Uniform Basic,KID-2653,283.48,1,283.48,False
dd2e8daf-b690-4fe2-a575-a3e0ab0da3fd,fe599565-02a9-4df1-8816-4fab14fe64c5,078cb6b1-48fb-4d04-8198-02b2a4ba479e,fe1ce961-c4bc-41f0-8f4a-eed642e9f105,Scarf Basic,ACC-7435-RXXL,157.18,3,471.54,False
ad31bd19-9898-4380-b0e7-5a6f29a1cc6b,fe599565-02a9-4df1-8816-4fab14fe64c5,f17797d2-678e-4c98-a07c-e21ce483ff9b,42d4717c-c99f-4639-ae7a-5509025bc9f3,Running Shoes Deluxe,SHO-3334-BL,66.22,3,198.66,True
8ca8d6c5-85f0-484c-8ce2-8aec26af77f3,fe599565-02a9-4df1-8816-4fab14fe64c5,b804d759-67a5-4f32-bc65-23332171283e,,iPhone Pro Max Standard,SMA-4288,896.81,2,1793.62,True
f0b538bb-a5ce-428b-adcf-86193547732d,fe599565-02a9-4df1-8816-4fab14fe64c5,11fa87c3-e1aa-42f6-84a8-5b7d176337cd,,ASUS ZenBook Elite,LAP-4804,1090.36,1,1090.36,True
9047c8bc-100c-47ff-97fa-215017a7ea7d,fe599565-02a9-4df1-8816-4fab14fe64c5,e9e4e2ac-3a85-4a76-a4ea-78dafdf844ee,,Scarf Plus,ACC-3415,128.59,1,128.59,True
ee704176-c559-47fd-b964-84c581f6303b,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,e35aed3b-9ccd-47de-9da2-ff7bc04ed18f,,Security Camera Elite,SMA-2033,440.96,3,1322.8799999999999,False
2534071f-87c3-4bc0-817e-63d850b52ee0,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,,School Uniform Basic,KID-2653,283.48,2,566.96,True
52c2bcfb-50ae-401c-824c-6bfdecbdb1d8,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,f6a25213-23ae-4e96-9c43-e9f54444eef9,,Gaming Chair,GAM-5803,2349.78,1,2349.78,True
332d4a88-d794-41f7-8072-a0aed600a7de,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,d33ed18c-d598-43bd-bb9d-a459fb866368,,Clutch Plus,BAG-6567,81.32,1,81.32,True
224dbfd3-5ebc-490b-9054-ebbaf9db81b5,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,485a1789-7c4e-41f4-a388-812dc74f6905,,Summer Dress Elite,WOM-2457,85.91,3,257.73,True
0d3fd538-c90e-4472-9197-d0e30e4ea40d,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,5365f210-13b2-4e0b-aed5-835d61e95028,c0f85c36-bdd2-40d3-b319-f555aa611c7a,Pajama Set Premium,KID-2478-PXXL,266.0,2,532.0,False
cb4fbe62-0335-43ef-a008-d35d10a1cd5c,d3db64b1-fce4-4e83-a3aa-91c64b0309f9,aae62747-546e-47c9-98db-156f24400203,,Xiaomi Redmi Elite,SMA-4339,1950.77,3,5852.3099999999995,True
09426b6f-bbd9-4211-bbd5-029ef2168768,cd4ec50e-68cf-42df-9c4d-c1c93f186a05,3b5cfd48-389a-4640-9714-2a6008bdb590,,ASUS ZenBook Premium,LAP-7783,1069.22,3,3207.66,True
dffd7109-2aaa-4598-ac10-c4e3efb70322,cd4ec50e-68cf-42df-9c4d-c1c93f186a05,7f0760fb-ebcc-49c7-8e15-872799480248,,MacBook Pro Premium,LAP-2063,595.99,1,595.99,True
80caf5bc-6b7a-48ba-a8bd-93a9efbf2431,cd4ec50e-68cf-42df-9c4d-c1c93f186a05,509358c1-7c84-46f1-a2c6-a5c6730f112a,,Huawei P Series Elite,SMA-7837,636.04,2,1272.08,True
da3e5f33-172c-4767-8f40-2119e7cef8ce,cd4ec50e-68cf-42df-9c4d-c1c93f186a05,078cb6b1-48fb-4d04-8198-02b2a4ba479e,b4a631a4-4886-4434-8557-bd74eaaf8fb3,Scarf Basic,ACC-7435-BM,160.15,3,480.45000000000005,False
01657d89-b288-44c5-863e-5370ce55788a,cd4ec50e-68cf-42df-9c4d-c1c93f186a05,17154c1e-69ac-40af-9ae3-5216484d15de,,Henley Standard,MEN-5702,84.36,1,84.36,False
a27b05df-22a0-4d28-b782-f625a97486e9,385f6782-4a03-4408-a349-133a2a45f617,93e2037d-1605-4db8-b1e9-0e23084a8e9c,,Hat Pro,ACC-5925,145.71,3,437.13,True
4d98645a-1499-45aa-aaaa-1e4b6a6d012e,385f6782-4a03-4408-a349-133a2a45f617,5438c9ba-57b3-4eec-8602-d1b7bf9fedd4,,ThinkPad X1 Basic,LAP-9904,1637.55,2,3275.1,True
5045a4b4-bd1a-4755-bbc9-6dfe27328f34,385f6782-4a03-4408-a349-133a2a45f617,d386e7da-38e6-438f-a04b-b7848ff2f491,,Boots Plus,SHO-8111,156.64,3,469.91999999999996,True
f9416f45-52dd-4ac7-ab5b-0e37f1a4b288,06a4e85b-1c64-4650-9ce7-ecf4cc1b4077,cbf399dc-085d-4ef1-beeb-740052444541,,Xiaomi Redmi Standard,SMA-2015,2233.08,1,2233.08,True
ff44c7c1-a1d6-46b1-a913-f5583abde1cd,06a4e85b-1c64-4650-9ce7-ecf4cc1b4077,b76c0480-a3a5-435e-bec7-461fcb4f84e3,,Boots Pro,SHO-7050,92.49,1,92.49,True
df5a95dc-cdfc-4f72-99a0-2c152ab39ef7,06a4e85b-1c64-4650-9ce7-ecf4cc1b4077,485a1789-7c4e-41f4-a388-812dc74f6905,,Summer Dress Elite,WOM-2457,85.91,2,171.82,True
