id,orderId,productId,variantId,productName,productDescription,variantName,variantAttributes,sku,price,quantity,imageUrl,subtotal
ad3aa970-6f67-4d8b-a862-337ac272d381,871b5d44-4cc2-400b-9ecc-51d22c891f94,078cb6b1-48fb-4d04-8198-02b2a4ba479e,fe1ce961-c4bc-41f0-8f4a-eed642e9f105,Scarf Basic,High-quality scarf basic with excellent features and premium build quality. Perfect for accessories ...,,"{""color"": ""Red"", ""size"": ""XXL""}",ACC-7435-RXXL,157.18,3,https://images.example.com/products/ACC-7435_1.jpg,471.54
4d937f92-0b65-4bd2-a61e-72609bb15b8d,df7f4e6d-6c09-49b4-9606-a4f79f0c8aad,1abaca49-17dd-435e-841f-28f0c4b9523e,,Laptop Bag Basic,High-quality laptop bag basic with excellent features and premium build quality. Perfect for bags & ...,,{},BAG-3932,162.38,1,https://images.example.com/products/BAG-3932_1.jpg,162.38
6e75f530-701c-498e-8834-e2ab6243a3b0,df7f4e6d-6c09-49b4-9606-a4f79f0c8aad,18ec300c-2356-4501-8c83-eb97907f8843,,iPad Air Premium,High-quality ipad air premium with excellent features and premium build quality. Perfect for tablets...,,{},TAB-7421,813.01,2,https://images.example.com/products/TAB-7421_1.jpg,1626.02
b57882fb-ed45-4782-b479-1801d10d054e,df7f4e6d-6c09-49b4-9606-a4f79f0c8aad,719a940d-b31a-465d-a33b-66407cc085a7,,Polo Shirt Premium,High-quality polo shirt premium with excellent features and premium build quality. Perfect for men's...,,{},MEN-7394,38.33,1,https://images.example.com/products/MEN-7394_1.jpg,38.33
9726e60c-cd3e-482b-8aca-5c7063e6b58d,df7f4e6d-6c09-49b4-9606-a4f79f0c8aad,1c8d8cde-2da7-44f4-9fa6-88d11db03e19,,Gaming Keyboard Deluxe,High-quality gaming keyboard deluxe with excellent features and premium build quality. Perfect for g...,,{},GAM-8412,1458.69,4,https://images.example.com/products/GAM-8412_1.jpg,5834.76
65ed0f0b-03cd-4f5c-9598-ae57ebc120db,df7f4e6d-6c09-49b4-9606-a4f79f0c8aad,d636cf16-f1f7-485b-80b1-dc82533e22cd,54a61385-6ff3-4148-b2c4-0b17742a0bcc,Romper,High-quality romper with excellent features and premium build quality. Perfect for kids' clothing en...,,"{""color"": ""Black"", ""size"": ""S""}",KID-5019-BS,109.13,2,https://images.example.com/products/KID-5019_1.jpg,218.26
2403296d-ac6f-4ad7-a51d-10486b5bea79,38896590-d538-4c86-824c-68892eb9f6b1,06b549eb-40af-4891-b48d-1096e2719b39,0d3322e8-2191-4438-8f92-88591475bb60,Belt Premium,High-quality belt premium with excellent features and premium build quality. Perfect for accessories...,,"{""color"": ""White"", ""size"": ""S""}",ACC-8887-WS,104.96,3,https://images.example.com/products/ACC-8887_1.jpg,314.88
8c9c3d07-9f42-4643-ba0c-524b81688980,38896590-d538-4c86-824c-68892eb9f6b1,847e598e-4dca-4062-bdb8-2261a7409cd8,,Watch Pro,High-quality watch pro with excellent features and premium build quality. Perfect for accessories en...,,{},ACC-6863,40.72,4,https://images.example.com/products/ACC-6863_1.jpg,162.88
c57d9fb7-b978-4d5c-8d3f-e2c3e10c6a20,38896590-d538-4c86-824c-68892eb9f6b1,30769e80-510d-4682-98d4-9ae7ea6c5293,,Gaming Chair Deluxe,High-quality gaming chair deluxe with excellent features and premium build quality. Perfect for gami...,,{},GAM-4769,1017.48,1,https://images.example.com/products/GAM-4769_1.jpg,1017.48
708394ef-5161-4bc4-a4a3-45066b4a77d9,38896590-d538-4c86-824c-68892eb9f6b1,18ec300c-2356-4501-8c83-eb97907f8843,,iPad Air Premium,High-quality ipad air premium with excellent features and premium build quality. Perfect for tablets...,,{},TAB-7421,813.01,2,https://images.example.com/products/TAB-7421_1.jpg,1626.02
2d27cc9d-44e4-4ded-a9af-57029251c0c7,38896590-d538-4c86-824c-68892eb9f6b1,a02044a3-ad8d-49c2-8c9b-ffb673646b40,,Photo Printer Plus,High-quality photo printer plus with excellent features and premium build quality. Perfect for camer...,,{},CAM-3641,132.91,2,https://images.example.com/products/CAM-3641_1.jpg,265.82
a2350ce3-9677-4ea4-b3ee-d5741aa19b64,38896590-d538-4c86-824c-68892eb9f6b1,9dd3fa57-6473-4ff6-9f9e-2c6824c8c260,e44407df-3951-4549-8a80-fe07c57edeea,Jewelry,High-quality jewelry with excellent features and premium build quality. Perfect for accessories enth...,,"{""color"": ""Black"", ""size"": ""L""}",ACC-9125-BL,129.34,3,https://images.example.com/products/ACC-9125_1.jpg,388.02
67d54344-7165-4466-ae45-671c1bde7e3b,10a7515b-dee4-406a-86e8-56f9f30927b0,ffcc3f59-cb43-490f-b2f4-e014ca8d7aa8,,Hoodie Pro,High-quality hoodie pro with excellent features and premium build quality. Perfect for kids' clothin...,,{},KID-5762,32.95,4,https://images.example.com/products/KID-5762_1.jpg,131.8
e86fed9c-66c3-46de-ae62-c169f877239c,012b05b6-3a6b-42be-b7dc-99d6afdd11c5,40efc5a3-ac3e-4ea7-aaac-b6fa376b2a40,,Gaming Chair,High-quality gaming chair with excellent features and premium build quality. Perfect for gaming enth...,,{},GAM-9804,2028.07,4,https://images.example.com/products/GAM-9804_1.jpg,8112.28
b54d0fad-2084-4c20-8cac-484887d4b261,012b05b6-3a6b-42be-b7dc-99d6afdd11c5,57734fa6-e8d7-461e-9857-b3dd8290766f,,iPad Air Deluxe,High-quality ipad air deluxe with excellent features and premium build quality. Perfect for tablets ...,,{},TAB-8649,516.45,3,https://images.example.com/products/TAB-8649_1.jpg,1549.3500000000001
f31a64af-5785-4aa1-94d3-d704a40fa906,012b05b6-3a6b-42be-b7dc-99d6afdd11c5,124ae4d8-ddf8-4d9e-9f8e-ee457c3156f7,,Sandals Deluxe,High-quality sandals deluxe with excellent features and premium build quality. Perfect for shoes ent...,,{},SHO-7583,108.46,3,https://images.example.com/products/SHO-7583_1.jpg,325.38
66d5e7b2-8084-4f01-a171-a476e90a1bfd,012b05b6-3a6b-42be-b7dc-99d6afdd11c5,73e594a4-39e1-4cfa-b6b5-299e9f45befd,,Ring Doorbell Pro,High-quality ring doorbell pro with excellent features and premium build quality. Perfect for smart ...,,{},SMA-5183,412.91,3,https://images.example.com/products/SMA-5183_1.jpg,1238.73
3fc2b7e4-3bf4-4fae-832c-2a678370f9f2,012b05b6-3a6b-42be-b7dc-99d6afdd11c5,d636cf16-f1f7-485b-80b1-dc82533e22cd,3ab3ee46-c8b2-4e05-a6df-5b3619d0953b,Romper,High-quality romper with excellent features and premium build quality. Perfect for kids' clothing en...,,"{""color"": ""Green"", ""size"": ""XS""}",KID-5019-GXS,101.86,1,https://images.example.com/products/KID-5019_1.jpg,101.86
049063b4-2169-4b25-a250-e5d4e440b9b8,a3cf843b-2e11-44eb-a77e-3040a26a0616,68058ea3-7c6a-4e6c-87d8-bb37a2fd222e,,Pixel Pro Premium,High-quality pixel pro premium with excellent features and premium build quality. Perfect for smartp...,,{},SMA-3425,481.59,4,https://images.example.com/products/SMA-3425_1.jpg,1926.36
5e281c0b-f5da-4411-9476-8a925bf01c9d,a3cf843b-2e11-44eb-a77e-3040a26a0616,d33ed18c-d598-43bd-bb9d-a459fb866368,,Clutch Plus,High-quality clutch plus with excellent features and premium build quality. Perfect for bags & lugga...,,{},BAG-6567,81.32,2,https://images.example.com/products/BAG-6567_1.jpg,162.64
5bcb656a-928d-499c-bcce-66ffb820d436,c0285747-5bf5-4253-8b5c-6f81c7ecd87b,d0800e32-81e7-472e-b6de-e51d849a3ccc,,OnePlus Nord Premium,High-quality oneplus nord premium with excellent features and premium build quality. Perfect for sma...,,{},SMA-6984,1005.61,2,https://images.example.com/products/SMA-6984_1.jpg,2011.22
7a11c15a-c96a-42d2-a335-73576e1329df,c0285747-5bf5-4253-8b5c-6f81c7ecd87b,2c518d6a-d835-453d-906d-62705492c00e,,Skinny Jeans Plus,High-quality skinny jeans plus with excellent features and premium build quality. Perfect for women'...,,{},WOM-5270,249.75,3,https://images.example.com/products/WOM-5270_1.jpg,749.25
9126a72a-7ac2-44aa-a142-63f35e199c96,c0285747-5bf5-4253-8b5c-6f81c7ecd87b,ee4671d6-ed1e-49ed-963f-33095b67302a,,Huawei P Series Premium,High-quality huawei p series premium with excellent features and premium build quality. Perfect for ...,,{},SMA-6299,1538.91,3,https://images.example.com/products/SMA-6299_1.jpg,4616.7300000000005
bfa272af-602d-4b81-b355-4e829e94b508,402f407e-51b2-41bc-870e-74eb1173c8b1,97910842-c7ba-4f9a-a2cd-c31dd85b2e77,82585bcc-038d-4672-86cc-6a3909799d00,Boots Pro,High-quality boots pro with excellent features and premium build quality. Perfect for shoes enthusia...,,"{""color"": ""Yellow"", ""size"": ""XXL""}",SHO-2980-YXXL,75.1,3,https://images.example.com/products/SHO-2980_1.jpg,225.29999999999998
a050b6c4-c8d6-4ded-8566-4a4f1809269e,402f407e-51b2-41bc-870e-74eb1173c8b1,6153f3ec-ee5d-4b35-8477-54eed8e9d0b3,,Camera Lens Standard,High-quality camera lens standard with excellent features and premium build quality. Perfect for cam...,,{},CAM-7111,429.59,2,https://images.example.com/products/CAM-7111_1.jpg,859.18
238c9735-3f72-4d9e-8a7a-ef322c6657a8,402f407e-51b2-41bc-870e-74eb1173c8b1,a25c8cef-ee0a-42c8-b6b9-6e1554b061e3,,Pixel Pro Basic,High-quality pixel pro basic with excellent features and premium build quality. Perfect for smartpho...,,{},SMA-3832,2102.92,2,https://images.example.com/products/SMA-3832_1.jpg,4205.84
0344a040-fb2a-447d-a53f-320e68cebec8,402f407e-51b2-41bc-870e-74eb1173c8b1,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,,Handbag Elite,High-quality handbag elite with excellent features and premium build quality. Perfect for bags & lug...,,{},BAG-8773,180.22,3,https://images.example.com/products/BAG-8773_1.jpg,540.66
dbcb5c1d-cfbf-45b1-8ed6-5ab0fca99d5b,402f407e-51b2-41bc-870e-74eb1173c8b1,cbf399dc-085d-4ef1-beeb-740052444541,,Xiaomi Redmi Standard,High-quality xiaomi redmi standard with excellent features and premium build quality. Perfect for sm...,,{},SMA-2015,2233.08,1,https://images.example.com/products/SMA-2015_1.jpg,2233.08
677f4557-88cb-44ca-99c8-bf89bb4ceea3,402f407e-51b2-41bc-870e-74eb1173c8b1,d74357eb-88b0-49dc-afda-9187582b2d60,,Gym Bag Premium,High-quality gym bag premium with excellent features and premium build quality. Perfect for bags & l...,,{},BAG-7131,134.56,1,https://images.example.com/products/BAG-7131_1.jpg,134.56
bc9b9ca6-b1b4-4d0d-b184-180e49adf367,d6b388ff-f727-482f-aa80-181030019b80,6c570d91-abec-421e-8efa-517e096eaade,,Huawei P Series Premium,High-quality huawei p series premium with excellent features and premium build quality. Perfect for ...,,{},SMA-7046,2112.0,4,https://images.example.com/products/SMA-7046_1.jpg,8448.0
425794c6-dd11-4752-8cd9-82e53b7c0c01,d6b388ff-f727-482f-aa80-181030019b80,e8b88fb0-a423-4050-9953-fcc7cd761c6b,,Skinny Jeans Plus,High-quality skinny jeans plus with excellent features and premium build quality. Perfect for women'...,,{},WOM-1050,192.2,1,https://images.example.com/products/WOM-1050_1.jpg,192.2
78c0e016-9042-4c6a-9931-f1085acf3f4c,d6b388ff-f727-482f-aa80-181030019b80,b804d759-67a5-4f32-bc65-23332171283e,,iPhone Pro Max Standard,High-quality iphone pro max standard with excellent features and premium build quality. Perfect for ...,,{},SMA-4288,896.81,2,https://images.example.com/products/SMA-4288_1.jpg,1793.62
11b136ae-6f40-40c5-af3c-752599d7050c,d6b388ff-f727-482f-aa80-181030019b80,06b549eb-40af-4891-b48d-1096e2719b39,e38f5c9e-831f-4443-af2f-29025ead9584,Belt Premium,High-quality belt premium with excellent features and premium build quality. Perfect for accessories...,,"{""color"": ""Pink"", ""size"": ""XXL""}",ACC-8887-PXXL,99.14,1,https://images.example.com/products/ACC-8887_1.jpg,99.14
3c6249c7-c7d4-4089-a6b0-512bbb166cc3,0a532bc6-9175-4283-8a4a-bbb19c86b491,bfab9943-f6bf-41b6-abe3-cf355418410b,,iPad Mini Deluxe,High-quality ipad mini deluxe with excellent features and premium build quality. Perfect for tablets...,,{},TAB-1518,169.43,3,https://images.example.com/products/TAB-1518_1.jpg,508.29
23caf7a4-a180-4aab-af1e-9b3130c204cc,0a532bc6-9175-4283-8a4a-bbb19c86b491,aaec88da-bf5c-4215-957e-5cbb3af02199,,Health Monitor Elite,High-quality health monitor elite with excellent features and premium build quality. Perfect for wea...,,{},WEA-4277,60.23,2,https://images.example.com/products/WEA-4277_1.jpg,120.46
ccfa2d4e-5b52-4386-999c-bef5dd177783,0a532bc6-9175-4283-8a4a-bbb19c86b491,f7de761f-29f6-4cee-8db2-ebb8f5932aa0,81dc6801-f93e-451e-9c5e-93466e2a68d8,Button-up Standard,High-quality button-up standard with excellent features and premium build quality. Perfect for men's...,,"{""color"": ""Pink"", ""size"": ""S""}",MEN-2041-PS,203.57,3,https://images.example.com/products/MEN-2041_1.jpg,610.71
272111fd-dfac-4642-be49-2c5c3ffa2920,0a532bc6-9175-4283-8a4a-bbb19c86b491,75773aa8-282f-4da1-85f7-2a66add96c02,,Duffel Bag Standard,High-quality duffel bag standard with excellent features and premium build quality. Perfect for bags...,,{},BAG-6342,174.59,2,https://images.example.com/products/BAG-6342_1.jpg,349.18
336418e9-6fd8-4a5b-a0b1-b649ed262cb3,1507d504-6f83-454c-b162-3b861a7fb4fe,d74357eb-88b0-49dc-afda-9187582b2d60,,Gym Bag Premium,High-quality gym bag premium with excellent features and premium build quality. Perfect for bags & l...,,{},BAG-7131,134.56,3,https://images.example.com/products/BAG-7131_1.jpg,403.68
a4468e29-1308-411d-ba1e-e0839d986d8c,1507d504-6f83-454c-b162-3b861a7fb4fe,ffcc3f59-cb43-490f-b2f4-e014ca8d7aa8,,Hoodie Pro,High-quality hoodie pro with excellent features and premium build quality. Perfect for kids' clothin...,,{},KID-5762,32.95,2,https://images.example.com/products/KID-5762_1.jpg,65.9
7fab364d-58a2-4c91-87ad-3bbf189b864d,8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,1e659ed4-c21a-45fa-8f88-bb9b1436912a,,Beats Studio Standard,High-quality beats studio standard with excellent features and premium build quality. Perfect for au...,,{},AUD-8122,396.59,2,https://images.example.com/products/AUD-8122_1.jpg,793.18
cc16a920-f2d0-4b58-b51c-fc6e1d43d783,8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,7c4ec45f-4cb9-4ddd-b238-167d58d0d224,,JBL Free Premium,High-quality jbl free premium with excellent features and premium build quality. Perfect for audio &...,,{},AUD-4898,304.09,3,https://images.example.com/products/AUD-4898_1.jpg,912.27
aaa1cdd9-3bd7-4f39-83d5-6c3ef7c2541e,8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,53fd0878-501b-4654-9800-c0f41d8fc01d,,JBL Free Premium,High-quality jbl free premium with excellent features and premium build quality. Perfect for audio &...,,{},AUD-3224,274.78,4,https://images.example.com/products/AUD-3224_1.jpg,1099.12
d8ef7c18-8821-4511-ae87-29efafa9f3b5,8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,b76c0480-a3a5-435e-bec7-461fcb4f84e3,,Boots Pro,High-quality boots pro with excellent features and premium build quality. Perfect for shoes enthusia...,,{},SHO-7050,92.49,4,https://images.example.com/products/SHO-7050_1.jpg,369.96
5574414a-2140-42f0-8670-a73481f3b3d9,8bc0c45a-eabc-4310-8ae9-5eb5afb20fc0,f715ef9b-5f5d-4433-9633-798abb23c19a,,Lenovo Tab Pro,High-quality lenovo tab pro with excellent features and premium build quality. Perfect for tablets e...,,{},TAB-5949,420.64,3,https://images.example.com/products/TAB-5949_1.jpg,1261.92
84487554-948a-4bd9-9603-512ad3f2955c,ac719a16-92f7-4744-86d8-e107cfb5c5da,5d21817d-bd8d-4c3a-8e30-a6951fa70803,,Steam Deck Standard,High-quality steam deck standard with excellent features and premium build quality. Perfect for gami...,,{},GAM-4715,2435.58,2,https://images.example.com/products/GAM-4715_1.jpg,4871.16
aa09915e-7b06-4947-a5ae-ca66590ea75e,ac719a16-92f7-4744-86d8-e107cfb5c5da,8382c2df-10df-4f94-9c49-cc15004b8f1b,,Button-up Deluxe,High-quality button-up deluxe with excellent features and premium build quality. Perfect for men's c...,,{},MEN-5478,242.33,4,https://images.example.com/products/MEN-5478_1.jpg,969.32
0684752b-481c-4c36-84da-5e32e7239af5,ac719a16-92f7-4744-86d8-e107cfb5c5da,950ec00d-1b5e-4dca-8db1-91fa1187b29e,,DSLR Camera Standard,High-quality dslr camera standard with excellent features and premium build quality. Perfect for cam...,,{},CAM-6917,829.67,2,https://images.example.com/products/CAM-6917_1.jpg,1659.34
10cc688d-3d3c-4de0-8799-688ec1dc3f44,ac719a16-92f7-4744-86d8-e107cfb5c5da,094d4256-9e9e-49b4-8e0b-04efe23b2385,,Galaxy Tab Pro,High-quality galaxy tab pro with excellent features and premium build quality. Perfect for tablets e...,,{},TAB-8672,348.3,3,https://images.example.com/products/TAB-8672_1.jpg,1044.9
39b80ef9-6dbc-474b-87f4-9f079d18b5c4,ac719a16-92f7-4744-86d8-e107cfb5c5da,80f8bfb2-e668-4b98-846a-7f0589f3bd91,,Apple Watch Plus,High-quality apple watch plus with excellent features and premium build quality. Perfect for wearabl...,,{},WEA-1284,159.04,2,https://images.example.com/products/WEA-1284_1.jpg,318.08
640643b5-8f0d-4f7a-8038-c9373bd4e20a,ac719a16-92f7-4744-86d8-e107cfb5c5da,a25c8cef-ee0a-42c8-b6b9-6e1554b061e3,,Pixel Pro Basic,High-quality pixel pro basic with excellent features and premium build quality. Perfect for smartpho...,,{},SMA-3832,2102.92,4,https://images.example.com/products/SMA-3832_1.jpg,8411.68
9a14c842-1ec2-43e3-a781-63302edd20b6,acce3e07-d0e4-40a3-8a2a-206d2fde82ef,2d15d640-04c0-4c3c-9f18-a95f04a88d64,c6a21958-c3da-4062-bf8c-c13c7b21713d,Sandals,High-quality sandals with excellent features and premium build quality. Perfect for shoes enthusiast...,,"{""color"": ""White"", ""size"": ""XXL""}",SHO-9548-WXXL,106.09,1,https://images.example.com/products/SHO-9548_1.jpg,106.09
c41b738b-e4cd-4eee-b875-2640c8973e48,acce3e07-d0e4-40a3-8a2a-206d2fde82ef,ffcc3f59-cb43-490f-b2f4-e014ca8d7aa8,,Hoodie Pro,High-quality hoodie pro with excellent features and premium build quality. Perfect for kids' clothin...,,{},KID-5762,32.95,1,https://images.example.com/products/KID-5762_1.jpg,32.95
9e13fa53-87b1-46c7-bd4f-1e28b7b9795f,acce3e07-d0e4-40a3-8a2a-206d2fde82ef,988f10c3-27bd-464f-a465-23c50d91e2d9,,Laptop Bag,High-quality laptop bag with excellent features and premium build quality. Perfect for bags & luggag...,,{},BAG-7139,263.38,1,https://images.example.com/products/BAG-7139_1.jpg,263.38
44db4f55-1475-4b32-a653-bcbcd26b5631,acce3e07-d0e4-40a3-8a2a-206d2fde82ef,68058ea3-7c6a-4e6c-87d8-bb37a2fd222e,,Pixel Pro Premium,High-quality pixel pro premium with excellent features and premium build quality. Perfect for smartp...,,{},SMA-3425,481.59,1,https://images.example.com/products/SMA-3425_1.jpg,481.59
08cc180c-2376-47e0-80a6-956d1c481147,acce3e07-d0e4-40a3-8a2a-206d2fde82ef,68db4103-e11f-40bf-8f10-d9bec8df67c3,,School Uniform Deluxe,High-quality school uniform deluxe with excellent features and premium build quality. Perfect for ki...,,{},KID-3572,215.36,1,https://images.example.com/products/KID-3572_1.jpg,215.36
c84c54ea-156c-4d83-9aeb-b69a33874c4d,7075be42-abb4-4bf1-a3a5-1247d163f5cc,ed702a34-6433-4f3c-b28d-2b40dbfce74f,,Lenovo Tab Standard,High-quality lenovo tab standard with excellent features and premium build quality. Perfect for tabl...,,{},TAB-5011,349.09,2,https://images.example.com/products/TAB-5011_1.jpg,698.18
7cae014e-41ad-4a8d-a0fc-27b859cff936,7075be42-abb4-4bf1-a3a5-1247d163f5cc,ca635524-b780-43d9-9b3a-3fd3ec36f6c7,,Smart Lock Basic,High-quality smart lock basic with excellent features and premium build quality. Perfect for smart h...,,{},SMA-4104,254.46,2,https://images.example.com/products/SMA-4104_1.jpg,508.92
a8ea9ed8-0d1c-44db-ac68-71d2e031fc2e,7075be42-abb4-4bf1-a3a5-1247d163f5cc,e35aed3b-9ccd-47de-9da2-ff7bc04ed18f,,Security Camera Elite,High-quality security camera elite with excellent features and premium build quality. Perfect for sm...,,{},SMA-2033,440.96,2,https://images.example.com/products/SMA-2033_1.jpg,881.92
acfde949-e806-4537-8ffc-1c559c07d8ea,7075be42-abb4-4bf1-a3a5-1247d163f5cc,b10c01dd-2315-4944-8b5d-0855d54b90c2,,Alienware Gaming Standard,High-quality alienware gaming standard with excellent features and premium build quality. Perfect fo...,,{},LAP-8558,947.71,4,https://images.example.com/products/LAP-8558_1.jpg,3790.84
6adf552d-9455-4728-831f-937c9c16bdbc,7075be42-abb4-4bf1-a3a5-1247d163f5cc,b87ea0c9-29af-4a3a-9ddb-1e2255d5ed52,5e0b55e3-02fb-42e8-b55e-70d369f5fbf6,Wallet Pro,High-quality wallet pro with excellent features and premium build quality. Perfect for accessories e...,,"{""color"": ""Purple"", ""size"": ""M""}",ACC-2401-PM,92.69,4,https://images.example.com/products/ACC-2401_1.jpg,370.76
e575d2d2-bc7a-404a-b088-20a429bbef0d,7075be42-abb4-4bf1-a3a5-1247d163f5cc,8b32c096-ee25-4c93-899b-0d4e61517670,,Cardigan Pro,High-quality cardigan pro with excellent features and premium build quality. Perfect for women's clo...,,{},WOM-3627,156.83,2,https://images.example.com/products/WOM-3627_1.jpg,313.66
5ebe602a-577b-4999-a60b-169cdafca963,88aebd09-e8bc-4442-8d45-d145f97293c5,9f455ebf-fe8b-4b9d-ba65-01f12f2a7ce0,,GPS Watch Pro,High-quality gps watch pro with excellent features and premium build quality. Perfect for wearables ...,,{},WEA-2953,190.21,1,https://images.example.com/products/WEA-2953_1.jpg,190.21
38271c1a-a3dd-4581-a1b8-9d8ad4c2b58f,88aebd09-e8bc-4442-8d45-d145f97293c5,d055792c-1100-4430-b53b-28f620152e12,,VR Headset Deluxe,High-quality vr headset deluxe with excellent features and premium build quality. Perfect for gaming...,,{},GAM-7745,1742.66,3,https://images.example.com/products/GAM-7745_1.jpg,5227.9800000000005
